id	name	description	price
1442	Apple iPhone 14 256GB Green 2023 - SKU 01	A reliable smartphone with sharp display, strong camera quality and smooth everyday performance. Category: smartphone. Brand: Apple. Color: Green. Configuration: 256GB.	583.98
1443	Apple MacBook Air M3 256GB Green 2023 - SKU 01	A lightweight laptop for work, school, travel, coding and creative productivity. Category: laptop. Brand: Apple. Color: Green. Configuration: 256GB.	620.17
1444	Apple iPad Air 256GB Green 2023 - SKU 01	A thin tablet for streaming, note taking, drawing and mobile productivity. Category: tablet. Brand: Apple. Color: Green. Configuration: 256GB.	657.36
1445	Samsung Galaxy S24 Ultra 256GB Green 2023 - SKU 01	A flagship Android phone with bright display, zoom camera and high performance chipset. Category: smartphone. Brand: Samsung. Color: Green. Configuration: 256GB.	694.55
1446	Samsung Galaxy A55 256GB Green 2023 - SKU 01	A mid range Android phone with AMOLED display, strong battery life and clean design. Category: smartphone. Brand: Samsung. Color: Green. Configuration: 256GB.	731.74
1447	Samsung Galaxy Tab S9 256GB Green 2023 - SKU 01	A premium Android tablet for media, drawing, multitasking and business use. Category: tablet. Brand: Samsung. Color: Green. Configuration: 256GB.	768.93
1448	Google Pixel 8 Pro 256GB Green 2023 - SKU 01	A camera focused Android phone with AI features and clean software experience. Category: smartphone. Brand: Google. Color: Green. Configuration: 256GB.	805.12
1449	Google Pixel 7a 256GB Green 2023 - SKU 01	A compact Android phone with excellent camera quality and reliable battery life. Category: smartphone. Brand: Google. Color: Green. Configuration: 256GB.	842.31
1450	OnePlus 12 256GB Green 2023 - SKU 01	A fast Android phone with smooth display, rapid charging and flagship performance. Category: smartphone. Brand: OnePlus. Color: Green. Configuration: 256GB.	879.50
1451	Xiaomi Redmi Note 13 Pro 256GB Green 2023 - SKU 01	A value smartphone with large display, high resolution camera and long battery life. Category: smartphone. Brand: Xiaomi. Color: Green. Configuration: 256GB.	916.69
1452	Sony Xperia 1 V 256GB Green 2023 - SKU 01	A creator focused phone with cinematic display, pro camera controls and rich audio. Category: smartphone. Brand: Sony. Color: Green. Configuration: 256GB.	953.88
1453	Motorola Moto G Power 256GB Green 2023 - SKU 01	An affordable phone with large battery, simple software and dependable performance. Category: smartphone. Brand: Motorola. Color: Green. Configuration: 256GB.	990.07
1454	Nokia G50 256GB Green 2023 - SKU 01	A durable smartphone with clean Android experience and reliable connectivity. Category: smartphone. Brand: Nokia. Color: Green. Configuration: 256GB.	1027.26
1455	Dell XPS 13 256GB Green 2023 - SKU 01	A premium ultrabook with compact chassis, sharp screen and excellent keyboard. Category: laptop. Brand: Dell. Color: Green. Configuration: 256GB.	1064.45
1456	Dell XPS 15 256GB Green 2023 - SKU 01	A powerful laptop for creators, developers and professionals who need extra performance. Category: laptop. Brand: Dell. Color: Green. Configuration: 256GB.	1101.64
1457	HP Spectre x360 256GB Green 2023 - SKU 01	A convertible laptop with touchscreen, premium design and flexible productivity modes. Category: laptop. Brand: HP. Color: Green. Configuration: 256GB.	1138.83
1458	HP Pavilion 15 256GB Green 2023 - SKU 01	A practical laptop for office work, study, streaming and everyday home use. Category: laptop. Brand: HP. Color: Green. Configuration: 256GB.	1175.02
1459	Lenovo ThinkPad X1 Carbon 256GB Green 2023 - SKU 01	A business laptop with durable build, excellent keyboard and lightweight design. Category: laptop. Brand: Lenovo. Color: Green. Configuration: 256GB.	1212.21
1460	Lenovo Yoga 7i 256GB Green 2023 - SKU 01	A flexible 2 in 1 laptop with touchscreen, long battery life and portable design. Category: laptop. Brand: Lenovo. Color: Green. Configuration: 256GB.	1249.40
1461	Asus ROG Zephyrus G14 256GB Green 2023 - SKU 01	A compact gaming laptop with strong graphics, fast display and portable power. Category: gaming laptop. Brand: Asus. Color: Green. Configuration: 256GB.	1286.59
1462	Acer Swift Go 14 256GB Green 2023 - SKU 01	A slim laptop for students, remote workers and productivity on the move. Category: laptop. Brand: Acer. Color: Green. Configuration: 256GB.	1323.78
1463	Microsoft Surface Pro 9 256GB Green 2023 - SKU 01	A detachable Windows device for tablet use, note taking and laptop workflows. Category: tablet laptop. Brand: Microsoft. Color: Green. Configuration: 256GB.	1360.97
1464	Amazon Fire HD 10 256GB Green 2023 - SKU 01	An affordable tablet for streaming, reading, browsing and family entertainment. Category: tablet. Brand: Amazon. Color: Green. Configuration: 256GB.	1397.16
1465	Bose QuietComfort Ultra Headphones 256GB Green 2023 - SKU 01	Noise cancelling wireless headphones with immersive audio and comfortable fit. Category: headphones. Brand: Bose. Color: Green. Configuration: 256GB.	1434.35
1466	Sony WH-1000XM5 256GB Green 2023 - SKU 01	Premium noise cancelling headphones with clear calls and long battery life. Category: headphones. Brand: Sony. Color: Green. Configuration: 256GB.	1471.54
1467	Apple AirPods Pro 2 256GB Green 2023 - SKU 01	Wireless earbuds with active noise cancellation, transparency mode and spatial audio. Category: earbuds. Brand: Apple. Color: Green. Configuration: 256GB.	1508.73
1468	Samsung Galaxy Buds2 Pro 256GB Green 2023 - SKU 01	Compact wireless earbuds with rich sound, ANC and comfortable daily wear. Category: earbuds. Brand: Samsung. Color: Green. Configuration: 256GB.	1545.92
1469	JBL Charge 5 256GB Green 2023 - SKU 01	Portable Bluetooth speaker with waterproof design, punchy sound and power bank feature. Category: speaker. Brand: JBL. Color: Green. Configuration: 256GB.	1582.11
1470	Sonos Roam 256GB Green 2023 - SKU 01	Smart portable speaker with Wi-Fi, Bluetooth and room filling sound. Category: speaker. Brand: Sonos. Color: Green. Configuration: 256GB.	1619.30
1471	Canon EOS R50 256GB Green 2023 - SKU 01	Mirrorless camera for content creators, travel photography and sharp video recording. Category: camera. Brand: Canon. Color: Green. Configuration: 256GB.	1656.49
1472	Sony Alpha ZV-E10 256GB Green 2023 - SKU 01	Creator focused mirrorless camera with interchangeable lenses and strong video features. Category: camera. Brand: Sony. Color: Green. Configuration: 256GB.	1693.68
1473	GoPro Hero 12 Black 256GB Green 2023 - SKU 01	Rugged action camera for sports, travel, vlogging and stabilized video. Category: action camera. Brand: GoPro. Color: Green. Configuration: 256GB.	1730.87
1474	DJI Osmo Action 4 256GB Green 2023 - SKU 01	Durable action camera with strong low light video and stabilization. Category: action camera. Brand: DJI. Color: Green. Configuration: 256GB.	1767.06
1475	Nintendo Switch OLED 256GB Green 2023 - SKU 01	Portable and dockable game console with OLED screen and family friendly games. Category: game console. Brand: Nintendo. Color: Green. Configuration: 256GB.	1804.25
1476	Sony PlayStation 5 Slim 256GB Green 2023 - SKU 01	Home game console with fast storage, 4K gaming and immersive controller feedback. Category: game console. Brand: Sony. Color: Green. Configuration: 256GB.	1841.44
1477	Microsoft Xbox Series X 256GB Green 2023 - SKU 01	Powerful home console for 4K gaming, streaming and Game Pass titles. Category: game console. Brand: Microsoft. Color: Green. Configuration: 256GB.	1878.63
1478	Logitech MX Master 3S 256GB Green 2023 - SKU 01	Ergonomic wireless mouse for productivity, precision scrolling and multi device control. Category: mouse. Brand: Logitech. Color: Green. Configuration: 256GB.	1915.82
1479	Logitech MX Keys S 256GB Green 2023 - SKU 01	Low profile wireless keyboard with quiet typing, backlight and multi device pairing. Category: keyboard. Brand: Logitech. Color: Green. Configuration: 256GB.	1952.01
1480	Razer DeathAdder V3 256GB Green 2023 - SKU 01	Lightweight gaming mouse with fast sensor, ergonomic shape and precise tracking. Category: gaming mouse. Brand: Razer. Color: Green. Configuration: 256GB.	1989.20
1481	Corsair K70 RGB Pro 256GB Green 2023 - SKU 01	Mechanical gaming keyboard with fast switches, RGB lighting and durable build. Category: gaming keyboard. Brand: Corsair. Color: Green. Configuration: 256GB.	2026.39
1482	LG OLED C3 55 Inch 256GB Green 2023 - SKU 01	OLED smart TV with deep blacks, fast gaming response and cinematic picture quality. Category: television. Brand: LG. Color: Green. Configuration: 256GB.	2063.58
1483	Samsung QLED Q80C 65 Inch 256GB Green 2023 - SKU 01	Bright QLED smart TV for sports, movies, gaming and everyday streaming. Category: television. Brand: Samsung. Color: Green. Configuration: 256GB.	2100.77
1484	Sony Bravia XR A80L 256GB Green 2023 - SKU 01	Premium OLED TV with cinematic processing, rich contrast and smart streaming apps. Category: television. Brand: Sony. Color: Green. Configuration: 256GB.	2137.96
1485	Anker 737 Power Bank 256GB Green 2023 - SKU 01	High capacity portable charger for laptops, phones, tablets and travel. Category: power bank. Brand: Anker. Color: Green. Configuration: 256GB.	2174.15
1486	Belkin BoostCharge Pro 256GB Green 2023 - SKU 01	Fast wireless charging stand for phones, earbuds and everyday desk use. Category: charger. Brand: Belkin. Color: Green. Configuration: 256GB.	2211.34
1487	TP-Link Archer AX55 256GB Green 2023 - SKU 01	Wi-Fi 6 router for faster home networking, streaming and online gaming. Category: router. Brand: TP-Link. Color: Green. Configuration: 256GB.	2248.53
1488	Netgear Nighthawk AX8 256GB Green 2023 - SKU 01	High performance router with wide coverage and fast Wi-Fi 6 connectivity. Category: router. Brand: Netgear. Color: Green. Configuration: 256GB.	2285.72
1489	Eero 6 Plus Mesh Wi-Fi 256GB Green 2023 - SKU 01	Mesh Wi-Fi system for whole home coverage and simple network management. Category: mesh router. Brand: Eero. Color: Green. Configuration: 256GB.	2322.91
1490	Kindle Paperwhite 256GB Green 2023 - SKU 01	Water resistant e-reader with sharp display, warm light and long battery life. Category: e-reader. Brand: Kindle. Color: Green. Configuration: 256GB.	2359.10
1491	Garmin Forerunner 265 256GB Green 2023 - SKU 01	Running smartwatch with AMOLED display, training metrics and health tracking. Category: smartwatch. Brand: Garmin. Color: Green. Configuration: 256GB.	2396.29
1492	Apple Watch Series 9 256GB Green 2023 - SKU 01	Smartwatch with fitness tracking, notifications, health sensors and bright display. Category: smartwatch. Brand: Apple. Color: Green. Configuration: 256GB.	33.48
1493	Samsung Galaxy Watch6 256GB Green 2023 - SKU 01	Android smartwatch with health tracking, notifications and everyday fitness tools. Category: smartwatch. Brand: Samsung. Color: Green. Configuration: 256GB.	70.67
1494	Fitbit Charge 6 256GB Green 2023 - SKU 01	Slim fitness tracker with heart rate, sleep tracking and Google app support. Category: fitness tracker. Brand: Fitbit. Color: Green. Configuration: 256GB.	107.86
1495	Dyson V15 Detect 256GB Green 2023 - SKU 01	Cordless vacuum with strong suction, laser dust detection and smart cleaning modes. Category: vacuum. Brand: Dyson. Color: Green. Configuration: 256GB.	144.05
1496	iRobot Roomba j7 256GB Green 2023 - SKU 01	Robot vacuum with obstacle detection, smart mapping and automatic cleaning schedules. Category: robot vacuum. Brand: iRobot. Color: Green. Configuration: 256GB.	181.24
1497	Shark Ninja Foodi DualZone 256GB Green 2023 - SKU 01	Dual basket air fryer for fast meals, crisp texture and flexible cooking. Category: air fryer. Brand: Shark. Color: Green. Configuration: 256GB.	218.43
1498	Instant Pot Duo Plus 256GB Green 2023 - SKU 01	Multi cooker for pressure cooking, slow cooking, rice, soups and easy dinners. Category: pressure cooker. Brand: Instant Pot. Color: Green. Configuration: 256GB.	255.62
1499	Nespresso Vertuo Next 256GB Green 2023 - SKU 01	Capsule coffee machine for espresso, coffee and simple home brewing. Category: coffee maker. Brand: Nespresso. Color: Green. Configuration: 256GB.	292.81
1500	Breville Barista Express 256GB Green 2023 - SKU 01	Home espresso machine with grinder, steam wand and cafe style drinks. Category: espresso machine. Brand: Breville. Color: Green. Configuration: 256GB.	329.00
1501	Apple iPhone 15 Pro 256GB Red 2023 - SKU 01	A premium smartphone with advanced camera, fast processor, OLED display and all day battery. Category: smartphone. Brand: Apple. Color: Red. Configuration: 256GB.	366.19
1502	Apple iPhone 14 256GB Red 2023 - SKU 01	A reliable smartphone with sharp display, strong camera quality and smooth everyday performance. Category: smartphone. Brand: Apple. Color: Red. Configuration: 256GB.	403.38
1503	Apple MacBook Air M3 256GB Red 2023 - SKU 01	A lightweight laptop for work, school, travel, coding and creative productivity. Category: laptop. Brand: Apple. Color: Red. Configuration: 256GB.	440.57
1504	Apple iPad Air 256GB Red 2023 - SKU 01	A thin tablet for streaming, note taking, drawing and mobile productivity. Category: tablet. Brand: Apple. Color: Red. Configuration: 256GB.	477.76
1505	Samsung Galaxy S24 Ultra 256GB Red 2023 - SKU 01	A flagship Android phone with bright display, zoom camera and high performance chipset. Category: smartphone. Brand: Samsung. Color: Red. Configuration: 256GB.	514.95
1506	Samsung Galaxy A55 256GB Red 2023 - SKU 01	A mid range Android phone with AMOLED display, strong battery life and clean design. Category: smartphone. Brand: Samsung. Color: Red. Configuration: 256GB.	551.14
1507	Samsung Galaxy Tab S9 256GB Red 2023 - SKU 01	A premium Android tablet for media, drawing, multitasking and business use. Category: tablet. Brand: Samsung. Color: Red. Configuration: 256GB.	588.33
1508	Google Pixel 8 Pro 256GB Red 2023 - SKU 01	A camera focused Android phone with AI features and clean software experience. Category: smartphone. Brand: Google. Color: Red. Configuration: 256GB.	625.52
1509	Google Pixel 7a 256GB Red 2023 - SKU 01	A compact Android phone with excellent camera quality and reliable battery life. Category: smartphone. Brand: Google. Color: Red. Configuration: 256GB.	662.71
1510	OnePlus 12 256GB Red 2023 - SKU 01	A fast Android phone with smooth display, rapid charging and flagship performance. Category: smartphone. Brand: OnePlus. Color: Red. Configuration: 256GB.	699.90
1511	Xiaomi Redmi Note 13 Pro 256GB Red 2023 - SKU 01	A value smartphone with large display, high resolution camera and long battery life. Category: smartphone. Brand: Xiaomi. Color: Red. Configuration: 256GB.	736.09
1512	Sony Xperia 1 V 256GB Red 2023 - SKU 01	A creator focused phone with cinematic display, pro camera controls and rich audio. Category: smartphone. Brand: Sony. Color: Red. Configuration: 256GB.	773.28
1513	Motorola Moto G Power 256GB Red 2023 - SKU 01	An affordable phone with large battery, simple software and dependable performance. Category: smartphone. Brand: Motorola. Color: Red. Configuration: 256GB.	810.47
1514	Nokia G50 256GB Red 2023 - SKU 01	A durable smartphone with clean Android experience and reliable connectivity. Category: smartphone. Brand: Nokia. Color: Red. Configuration: 256GB.	847.66
1515	Dell XPS 13 256GB Red 2023 - SKU 01	A premium ultrabook with compact chassis, sharp screen and excellent keyboard. Category: laptop. Brand: Dell. Color: Red. Configuration: 256GB.	884.85
1516	Dell XPS 15 256GB Red 2023 - SKU 01	A powerful laptop for creators, developers and professionals who need extra performance. Category: laptop. Brand: Dell. Color: Red. Configuration: 256GB.	921.04
1517	HP Spectre x360 256GB Red 2023 - SKU 01	A convertible laptop with touchscreen, premium design and flexible productivity modes. Category: laptop. Brand: HP. Color: Red. Configuration: 256GB.	958.23
1518	HP Pavilion 15 256GB Red 2023 - SKU 01	A practical laptop for office work, study, streaming and everyday home use. Category: laptop. Brand: HP. Color: Red. Configuration: 256GB.	995.42
1519	Lenovo ThinkPad X1 Carbon 256GB Red 2023 - SKU 01	A business laptop with durable build, excellent keyboard and lightweight design. Category: laptop. Brand: Lenovo. Color: Red. Configuration: 256GB.	1032.61
1520	Lenovo Yoga 7i 256GB Red 2023 - SKU 01	A flexible 2 in 1 laptop with touchscreen, long battery life and portable design. Category: laptop. Brand: Lenovo. Color: Red. Configuration: 256GB.	1069.80
1521	Asus ROG Zephyrus G14 256GB Red 2023 - SKU 01	A compact gaming laptop with strong graphics, fast display and portable power. Category: gaming laptop. Brand: Asus. Color: Red. Configuration: 256GB.	1106.99
1522	Acer Swift Go 14 256GB Red 2023 - SKU 01	A slim laptop for students, remote workers and productivity on the move. Category: laptop. Brand: Acer. Color: Red. Configuration: 256GB.	1143.18
1523	Microsoft Surface Pro 9 256GB Red 2023 - SKU 01	A detachable Windows device for tablet use, note taking and laptop workflows. Category: tablet laptop. Brand: Microsoft. Color: Red. Configuration: 256GB.	1180.37
1524	Amazon Fire HD 10 256GB Red 2023 - SKU 01	An affordable tablet for streaming, reading, browsing and family entertainment. Category: tablet. Brand: Amazon. Color: Red. Configuration: 256GB.	1217.56
1525	Bose QuietComfort Ultra Headphones 256GB Red 2023 - SKU 01	Noise cancelling wireless headphones with immersive audio and comfortable fit. Category: headphones. Brand: Bose. Color: Red. Configuration: 256GB.	1254.75
1526	Sony WH-1000XM5 256GB Red 2023 - SKU 01	Premium noise cancelling headphones with clear calls and long battery life. Category: headphones. Brand: Sony. Color: Red. Configuration: 256GB.	1291.94
1527	Apple AirPods Pro 2 256GB Red 2023 - SKU 01	Wireless earbuds with active noise cancellation, transparency mode and spatial audio. Category: earbuds. Brand: Apple. Color: Red. Configuration: 256GB.	1328.13
1528	Samsung Galaxy Buds2 Pro 256GB Red 2023 - SKU 01	Compact wireless earbuds with rich sound, ANC and comfortable daily wear. Category: earbuds. Brand: Samsung. Color: Red. Configuration: 256GB.	1365.32
1529	JBL Charge 5 256GB Red 2023 - SKU 01	Portable Bluetooth speaker with waterproof design, punchy sound and power bank feature. Category: speaker. Brand: JBL. Color: Red. Configuration: 256GB.	1402.51
1530	Sonos Roam 256GB Red 2023 - SKU 01	Smart portable speaker with Wi-Fi, Bluetooth and room filling sound. Category: speaker. Brand: Sonos. Color: Red. Configuration: 256GB.	1439.70
1531	Canon EOS R50 256GB Red 2023 - SKU 01	Mirrorless camera for content creators, travel photography and sharp video recording. Category: camera. Brand: Canon. Color: Red. Configuration: 256GB.	1476.89
1532	Sony Alpha ZV-E10 256GB Red 2023 - SKU 01	Creator focused mirrorless camera with interchangeable lenses and strong video features. Category: camera. Brand: Sony. Color: Red. Configuration: 256GB.	1513.08
1533	GoPro Hero 12 Black 256GB Red 2023 - SKU 01	Rugged action camera for sports, travel, vlogging and stabilized video. Category: action camera. Brand: GoPro. Color: Red. Configuration: 256GB.	1550.27
1534	DJI Osmo Action 4 256GB Red 2023 - SKU 01	Durable action camera with strong low light video and stabilization. Category: action camera. Brand: DJI. Color: Red. Configuration: 256GB.	1587.46
1535	Nintendo Switch OLED 256GB Red 2023 - SKU 01	Portable and dockable game console with OLED screen and family friendly games. Category: game console. Brand: Nintendo. Color: Red. Configuration: 256GB.	1624.65
1536	Sony PlayStation 5 Slim 256GB Red 2023 - SKU 01	Home game console with fast storage, 4K gaming and immersive controller feedback. Category: game console. Brand: Sony. Color: Red. Configuration: 256GB.	1661.84
1537	Microsoft Xbox Series X 256GB Red 2023 - SKU 01	Powerful home console for 4K gaming, streaming and Game Pass titles. Category: game console. Brand: Microsoft. Color: Red. Configuration: 256GB.	1698.03
1538	Logitech MX Master 3S 256GB Red 2023 - SKU 01	Ergonomic wireless mouse for productivity, precision scrolling and multi device control. Category: mouse. Brand: Logitech. Color: Red. Configuration: 256GB.	1735.22
1539	Logitech MX Keys S 256GB Red 2023 - SKU 01	Low profile wireless keyboard with quiet typing, backlight and multi device pairing. Category: keyboard. Brand: Logitech. Color: Red. Configuration: 256GB.	1772.41
1540	Razer DeathAdder V3 256GB Red 2023 - SKU 01	Lightweight gaming mouse with fast sensor, ergonomic shape and precise tracking. Category: gaming mouse. Brand: Razer. Color: Red. Configuration: 256GB.	1809.60
1541	Corsair K70 RGB Pro 256GB Red 2023 - SKU 01	Mechanical gaming keyboard with fast switches, RGB lighting and durable build. Category: gaming keyboard. Brand: Corsair. Color: Red. Configuration: 256GB.	1846.79
1542	LG OLED C3 55 Inch 256GB Red 2023 - SKU 01	OLED smart TV with deep blacks, fast gaming response and cinematic picture quality. Category: television. Brand: LG. Color: Red. Configuration: 256GB.	1883.98
1543	Samsung QLED Q80C 65 Inch 256GB Red 2023 - SKU 01	Bright QLED smart TV for sports, movies, gaming and everyday streaming. Category: television. Brand: Samsung. Color: Red. Configuration: 256GB.	1920.17
1544	Sony Bravia XR A80L 256GB Red 2023 - SKU 01	Premium OLED TV with cinematic processing, rich contrast and smart streaming apps. Category: television. Brand: Sony. Color: Red. Configuration: 256GB.	1957.36
1545	Anker 737 Power Bank 256GB Red 2023 - SKU 01	High capacity portable charger for laptops, phones, tablets and travel. Category: power bank. Brand: Anker. Color: Red. Configuration: 256GB.	1994.55
1546	Belkin BoostCharge Pro 256GB Red 2023 - SKU 01	Fast wireless charging stand for phones, earbuds and everyday desk use. Category: charger. Brand: Belkin. Color: Red. Configuration: 256GB.	2031.74
1547	TP-Link Archer AX55 256GB Red 2023 - SKU 01	Wi-Fi 6 router for faster home networking, streaming and online gaming. Category: router. Brand: TP-Link. Color: Red. Configuration: 256GB.	2068.93
1548	Netgear Nighthawk AX8 256GB Red 2023 - SKU 01	High performance router with wide coverage and fast Wi-Fi 6 connectivity. Category: router. Brand: Netgear. Color: Red. Configuration: 256GB.	2105.12
1549	Eero 6 Plus Mesh Wi-Fi 256GB Red 2023 - SKU 01	Mesh Wi-Fi system for whole home coverage and simple network management. Category: mesh router. Brand: Eero. Color: Red. Configuration: 256GB.	2142.31
1550	Kindle Paperwhite 256GB Red 2023 - SKU 01	Water resistant e-reader with sharp display, warm light and long battery life. Category: e-reader. Brand: Kindle. Color: Red. Configuration: 256GB.	2179.50
1551	Garmin Forerunner 265 256GB Red 2023 - SKU 01	Running smartwatch with AMOLED display, training metrics and health tracking. Category: smartwatch. Brand: Garmin. Color: Red. Configuration: 256GB.	2216.69
1552	Apple Watch Series 9 256GB Red 2023 - SKU 01	Smartwatch with fitness tracking, notifications, health sensors and bright display. Category: smartwatch. Brand: Apple. Color: Red. Configuration: 256GB.	2253.88
1553	Samsung Galaxy Watch6 256GB Red 2023 - SKU 01	Android smartwatch with health tracking, notifications and everyday fitness tools. Category: smartwatch. Brand: Samsung. Color: Red. Configuration: 256GB.	2290.07
1554	Fitbit Charge 6 256GB Red 2023 - SKU 01	Slim fitness tracker with heart rate, sleep tracking and Google app support. Category: fitness tracker. Brand: Fitbit. Color: Red. Configuration: 256GB.	2327.26
1555	Dyson V15 Detect 256GB Red 2023 - SKU 01	Cordless vacuum with strong suction, laser dust detection and smart cleaning modes. Category: vacuum. Brand: Dyson. Color: Red. Configuration: 256GB.	2364.45
1556	iRobot Roomba j7 256GB Red 2023 - SKU 01	Robot vacuum with obstacle detection, smart mapping and automatic cleaning schedules. Category: robot vacuum. Brand: iRobot. Color: Red. Configuration: 256GB.	2401.64
1557	Shark Ninja Foodi DualZone 256GB Red 2023 - SKU 01	Dual basket air fryer for fast meals, crisp texture and flexible cooking. Category: air fryer. Brand: Shark. Color: Red. Configuration: 256GB.	38.83
1558	Instant Pot Duo Plus 256GB Red 2023 - SKU 01	Multi cooker for pressure cooking, slow cooking, rice, soups and easy dinners. Category: pressure cooker. Brand: Instant Pot. Color: Red. Configuration: 256GB.	75.02
1559	Nespresso Vertuo Next 256GB Red 2023 - SKU 01	Capsule coffee machine for espresso, coffee and simple home brewing. Category: coffee maker. Brand: Nespresso. Color: Red. Configuration: 256GB.	112.21
1560	Breville Barista Express 256GB Red 2023 - SKU 01	Home espresso machine with grinder, steam wand and cafe style drinks. Category: espresso machine. Brand: Breville. Color: Red. Configuration: 256GB.	149.40
1561	Apple iPhone 15 Pro 256GB Gold 2023 - SKU 01	A premium smartphone with advanced camera, fast processor, OLED display and all day battery. Category: smartphone. Brand: Apple. Color: Gold. Configuration: 256GB.	186.59
1562	Apple iPhone 14 256GB Gold 2023 - SKU 01	A reliable smartphone with sharp display, strong camera quality and smooth everyday performance. Category: smartphone. Brand: Apple. Color: Gold. Configuration: 256GB.	223.78
1563	Apple MacBook Air M3 256GB Gold 2023 - SKU 01	A lightweight laptop for work, school, travel, coding and creative productivity. Category: laptop. Brand: Apple. Color: Gold. Configuration: 256GB.	260.97
1564	Apple iPad Air 256GB Gold 2023 - SKU 01	A thin tablet for streaming, note taking, drawing and mobile productivity. Category: tablet. Brand: Apple. Color: Gold. Configuration: 256GB.	297.16
1565	Samsung Galaxy S24 Ultra 256GB Gold 2023 - SKU 01	A flagship Android phone with bright display, zoom camera and high performance chipset. Category: smartphone. Brand: Samsung. Color: Gold. Configuration: 256GB.	334.35
1566	Samsung Galaxy A55 256GB Gold 2023 - SKU 01	A mid range Android phone with AMOLED display, strong battery life and clean design. Category: smartphone. Brand: Samsung. Color: Gold. Configuration: 256GB.	371.54
1567	Samsung Galaxy Tab S9 256GB Gold 2023 - SKU 01	A premium Android tablet for media, drawing, multitasking and business use. Category: tablet. Brand: Samsung. Color: Gold. Configuration: 256GB.	408.73
1568	Google Pixel 8 Pro 256GB Gold 2023 - SKU 01	A camera focused Android phone with AI features and clean software experience. Category: smartphone. Brand: Google. Color: Gold. Configuration: 256GB.	445.92
1569	Google Pixel 7a 256GB Gold 2023 - SKU 01	A compact Android phone with excellent camera quality and reliable battery life. Category: smartphone. Brand: Google. Color: Gold. Configuration: 256GB.	482.11
1570	OnePlus 12 256GB Gold 2023 - SKU 01	A fast Android phone with smooth display, rapid charging and flagship performance. Category: smartphone. Brand: OnePlus. Color: Gold. Configuration: 256GB.	519.30
1571	Xiaomi Redmi Note 13 Pro 256GB Gold 2023 - SKU 01	A value smartphone with large display, high resolution camera and long battery life. Category: smartphone. Brand: Xiaomi. Color: Gold. Configuration: 256GB.	556.49
1572	Sony Xperia 1 V 256GB Gold 2023 - SKU 01	A creator focused phone with cinematic display, pro camera controls and rich audio. Category: smartphone. Brand: Sony. Color: Gold. Configuration: 256GB.	593.68
1573	Motorola Moto G Power 256GB Gold 2023 - SKU 01	An affordable phone with large battery, simple software and dependable performance. Category: smartphone. Brand: Motorola. Color: Gold. Configuration: 256GB.	630.87
1574	Nokia G50 256GB Gold 2023 - SKU 01	A durable smartphone with clean Android experience and reliable connectivity. Category: smartphone. Brand: Nokia. Color: Gold. Configuration: 256GB.	667.06
1575	Dell XPS 13 256GB Gold 2023 - SKU 01	A premium ultrabook with compact chassis, sharp screen and excellent keyboard. Category: laptop. Brand: Dell. Color: Gold. Configuration: 256GB.	704.25
1576	Dell XPS 15 256GB Gold 2023 - SKU 01	A powerful laptop for creators, developers and professionals who need extra performance. Category: laptop. Brand: Dell. Color: Gold. Configuration: 256GB.	741.44
1577	HP Spectre x360 256GB Gold 2023 - SKU 01	A convertible laptop with touchscreen, premium design and flexible productivity modes. Category: laptop. Brand: HP. Color: Gold. Configuration: 256GB.	778.63
1578	HP Pavilion 15 256GB Gold 2023 - SKU 01	A practical laptop for office work, study, streaming and everyday home use. Category: laptop. Brand: HP. Color: Gold. Configuration: 256GB.	815.82
1579	Lenovo ThinkPad X1 Carbon 256GB Gold 2023 - SKU 01	A business laptop with durable build, excellent keyboard and lightweight design. Category: laptop. Brand: Lenovo. Color: Gold. Configuration: 256GB.	852.01
1580	Lenovo Yoga 7i 256GB Gold 2023 - SKU 01	A flexible 2 in 1 laptop with touchscreen, long battery life and portable design. Category: laptop. Brand: Lenovo. Color: Gold. Configuration: 256GB.	889.20
1581	Asus ROG Zephyrus G14 256GB Gold 2023 - SKU 01	A compact gaming laptop with strong graphics, fast display and portable power. Category: gaming laptop. Brand: Asus. Color: Gold. Configuration: 256GB.	926.39
1582	Acer Swift Go 14 256GB Gold 2023 - SKU 01	A slim laptop for students, remote workers and productivity on the move. Category: laptop. Brand: Acer. Color: Gold. Configuration: 256GB.	963.58
1583	Microsoft Surface Pro 9 256GB Gold 2023 - SKU 01	A detachable Windows device for tablet use, note taking and laptop workflows. Category: tablet laptop. Brand: Microsoft. Color: Gold. Configuration: 256GB.	1000.77
1584	Amazon Fire HD 10 256GB Gold 2023 - SKU 01	An affordable tablet for streaming, reading, browsing and family entertainment. Category: tablet. Brand: Amazon. Color: Gold. Configuration: 256GB.	1037.96
1585	Bose QuietComfort Ultra Headphones 256GB Gold 2023 - SKU 01	Noise cancelling wireless headphones with immersive audio and comfortable fit. Category: headphones. Brand: Bose. Color: Gold. Configuration: 256GB.	1074.15
1586	Sony WH-1000XM5 256GB Gold 2023 - SKU 01	Premium noise cancelling headphones with clear calls and long battery life. Category: headphones. Brand: Sony. Color: Gold. Configuration: 256GB.	1111.34
1587	Apple AirPods Pro 2 256GB Gold 2023 - SKU 01	Wireless earbuds with active noise cancellation, transparency mode and spatial audio. Category: earbuds. Brand: Apple. Color: Gold. Configuration: 256GB.	1148.53
